index,Number of Comments,Number of Subscribers,Membership Duration,Number of Uploads,Profanity in UserID,Age,class
2784,14,5,6,1,1,25,1
2785,31,166,3,115,0,14,0
2786,6,6,5,43,0,21,0
2787,1,0,6,5,0,42,0
2788,7,0,3,5,0,38,0
2789,11,0,3,5,1,23,0
2790,29,2,7,1,0,26,0
2791,18,0,3,5,0,15,0
2792,8,1,5,18,0,50,0
2793,23,5,7,5,0,43,0
2794,20,0,3,1,0,41,0
2795,4,1,3,3,0,25,0
2796,19,6,3,3,0,20,0
2797,6,1,3,1,0,17,0
2798,3,0,3,5,0,14,0
2799,13,10,3,19,0,15,0
2800,7,0,4,2,1,31,0
2801,1,1,3,3,0,16,0
2802,16,1,3,3,0,14,0
2803,5,2,3,5,0,14,0
2804,22,0,8,5,0,23,1
2805,23,55,4,32,1,20,0
2806,1,1,3,5,0,26,0
2807,6,0,3,5,0,19,1
2808,1,1,3,5,0,16,1
2809,4,4,4,6,0,21,0
2810,33,3,7,2,0,42,1
2811,16,0,3,5,0,22,0
2812,29,85,5,96,0,21,0
2813,10,1,3,5,0,100,0
2814,30,5,5,5,0,19,0
2815,8,20,2,5,0,52,0
2816,5,3,4,2,0,16,0
2817,11,0,2,5,0,18,0
2818,11,0,3,5,0,26,0
2819,9,6,5,5,0,21,0
2820,2,0,3,5,0,22,0
2821,4,3,3,5,0,16,0
2822,32,0,3,5,1,16,0
2823,5,0,4,1,1,24,0
2824,18,4,3,5,1,21,0
2825,16,121,3,14,0,29,0
2826,33,16,2,42,0,22,0
2827,5,10,5,5,0,24,1
2828,32,1,3,5,0,14,0
2829,33,0,5,1,0,21,0
2830,13,0,3,2,1,18,0
2831,7,10,3,8,0,27,0
2832,34,2,3,5,0,14,0
2833,18,0,3,5,1,31,0
2834,14,1269,3,5,0,21,0
2835,7,3,6,19,0,21,0
2836,11,24,5,2,0,30,0
2837,29,6,2,2,0,17,0
2838,30,2,4,5,0,29,0
2839,22,0,2,16,0,20,0
2840,4,0,5,5,0,27,0
2841,14,6,4,5,0,22,0
2842,18,1,4,5,0,22,0
2843,3,1,3,5,1,21,0
2844,12,9,3,11,1,21,0
2845,12,1,3,12,0,19,0
2846,17,9,2,31,0,17,0
2847,40,0,4,5,0,38,0
2848,12,0,3,5,1,22,0
2849,3,12,3,48,0,14,1
2850,28,1,3,5,0,17,1
2851,7,0,3,5,0,18,0
2852,27,3,3,5,1,49,0
2853,22,7,3,9,0,19,0
2854,9,18,4,12,0,31,0
2855,26,1,3,5,0,21,0
2856,6,11,4,1,0,22,0
2857,5,5,3,8,0,18,0
2858,3,0,3,5,0,34,0
2859,3,16,4,17,0,22,0
2860,3,0,3,5,0,16,0
2861,35,0,3,5,0,23,0
2862,6,0,3,2,0,44,0
2863,20,1,5,5,0,18,0
2864,3,6,3,5,0,15,0
2865,4,0,2,5,0,27,0
2866,21,160,4,49,0,22,1
2867,13,4,3,3,0,20,0
2868,12,1,3,2,0,15,0
2869,8,12,4,3,0,20,0
2870,19,14,4,5,0,20,0
2871,3,0,3,4,0,22,1
2872,3,2,5,5,0,26,0
2873,11,3,3,27,0,15,0
2874,20,1,2,5,0,19,0
2875,30,3,5,5,0,23,0
2876,11,7,4,5,0,18,0
2877,34,3,3,5,0,16,0
2878,16,45,7,4,0,36,0
2879,17,1,6,3,0,23,0
2880,20,67,8,11,0,53,0
2881,14,0,4,5,0,31,0
2882,21,0,3,5,1,22,0
2883,37,0,3,5,0,19,0
2884,1,2,3,2,0,24,0
2885,32,0,2,5,0,22,0
2886,21,0,4,5,0,32,0
2887,36,4,3,5,0,18,0
2888,4,0,3,5,1,15,0
2889,3,0,2,5,0,21,0
2890,7,2,3,6,0,29,0
2891,5,0,3,5,0,19,0
2892,12,6,4,3,1,23,0
2893,2,24,4,13,0,35,0
2894,18,912377,8,237,0,31,0
2895,2,7,4,2,0,22,0
2896,30,8,7,5,0,49,0
2897,37,1,3,5,0,41,1
2898,1,0,3,1,0,15,0
2899,7,1,3,5,0,27,0
2900,1,0,3,4,0,14,0
2901,1,0,3,5,0,53,0
2902,21,1,3,5,0,18,0
2903,16,21,4,14,0,20,0
2904,2,0,5,5,0,21,1
2905,5,3,4,3,0,19,0
2906,13,5,3,7,0,18,0
2907,29,4,7,3,0,28,0
2908,27,2,4,5,0,23,0
2909,2,0,2,5,0,19,0
2910,9,5,3,5,0,20,0
2911,8,0,2,5,0,22,0
2912,13,0,4,5,0,26,0
2913,23,181,5,20,0,28,0
2914,13,2,3,14,0,18,0
2915,9,7,3,5,0,45,0
2916,7,0,5,5,0,21,0
2917,4,0,8,5,1,23,0
2918,14,0,3,5,0,17,0
2919,12,0,2,1,0,20,0
2920,16,0,7,2,0,23,1
2921,5,0,3,5,0,24,0
2922,36,345,8,38,0,24,0
2923,1,2,5,9,0,19,0
2924,6,17,3,5,0,14,0
2925,10,6,4,1,0,15,0
2926,13,22,5,1,0,21,1
2927,4,0,2,5,0,31,0
2928,22,4,8,2,0,31,0
2929,1,0,2,5,0,45,0
2930,1,0,4,5,0,27,0
2931,23,0,5,5,0,57,0
2932,29,12,3,21,0,37,0
2933,11,4,6,10,0,30,0
2934,3,6,4,2,1,17,0
2935,22,2,3,5,1,21,0
2936,5,2,3,11,0,17,0
2937,5,0,2,5,0,22,0
2938,29,131,3,31,0,20,0
2939,9,1,2,1,0,22,0
2940,23,19,2,15,0,22,1
2941,4,10,3,3,0,17,0
2942,8,1,2,5,0,21,0
2943,11,1,5,5,0,21,0
2944,9,80,4,35,0,16,0
2945,23,65,3,1,0,22,0
2946,9,4,3,4,0,17,0
2947,33,11,4,36,0,24,1
2948,14,1,4,5,0,16,0
2949,6,2,3,5,0,15,0
2950,26,0,3,5,0,17,1
2951,17,2,3,5,0,19,0
2952,11,10,6,3,0,22,0
2953,19,0,8,2,0,34,0
2954,9,0,3,2,0,20,0
2955,21,72,4,13,0,21,0
2956,33,0,2,5,0,14,0
2957,2,0,2,5,0,25,0
2958,14,0,7,5,0,51,1
2959,24,6,3,6,0,21,1
2960,6,1,3,5,1,21,0
2961,12,13,3,5,0,27,0
2962,8,6,3,5,0,22,0
2963,37,9,8,11,0,26,0
2964,5,19,4,5,0,26,0
2965,40,1,3,1,0,24,0
2966,4,3,4,1,0,20,0
2967,4,2,2,2,0,15,0
2968,26,5,4,5,0,22,0
2969,11,6,5,1,0,23,0
2970,24,8,3,47,0,19,1
2971,8,2,5,75,0,60,0
2972,21,12,4,5,0,19,1
2973,4,0,3,5,0,26,0
2974,27,1,2,5,1,21,0
2975,26,483,4,121,0,20,1
2976,12,3,4,1,0,23,0
2977,24,0,2,5,0,15,1
2978,9,0,5,3,0,21,0
2979,37,1,2,1,0,110,0
2980,14,1,3,5,0,22,0
2981,24,1,3,5,0,36,0
2982,6,14,2,5,0,21,0
2983,16,3,4,5,0,22,0
2984,19,30,3,14,0,22,0
2985,5,1,2,24,0,17,0
2986,20,1,4,5,0,53,1
2987,7,17,3,85,0,41,0
2988,15,7,5,1,0,28,0
2989,20,1,3,2,0,20,0
2990,3,1,3,5,0,18,1
2991,30,0,3,5,0,15,0
2992,40,11,3,2,0,18,0
2993,16,10,3,2,0,19,0
2994,27,4,7,8,0,32,0
2995,1,5751,4,39,0,29,0
2996,29,11,4,19,1,22,0
2997,4,1,2,5,0,14,0
2998,23,2,5,1,0,21,0
2999,15,1,2,5,0,20,0
3000,19,5,5,26,0,62,0
3001,27,1,3,5,1,17,0
3002,5,14,5,5,0,21,0
3003,13,5,2,9,0,14,0
3004,2,3,5,5,0,21,1
3005,3,1,3,11,0,18,0
3006,2,0,4,5,0,20,0
3007,35,0,3,5,0,30,0
3008,2,25,5,2,1,18,0
3009,14,0,3,5,1,72,0
3010,2,0,3,1,0,30,1
3011,17,1,3,20,0,19,0
3012,14,1,4,5,0,22,0
3013,9,5,3,5,0,16,0
3014,19,11,3,5,0,26,0
3015,7,30,3,13,0,15,0
3016,1,26,5,8,0,18,0
3017,10,18,3,5,0,19,0
3018,12,29,2,27,0,13,0
3019,29,185,5,150,0,17,0
3020,14,0,3,5,1,24,0
3021,5,6,3,5,1,20,0
3022,5,21,3,17,1,20,0
3023,1,7,3,5,0,19,0
3024,4,1,2,6,0,13,0
3025,32,3,4,18,0,22,0
3026,12,3,5,11,0,28,1
3027,31,4,3,1,0,21,0
3028,4,4,4,2,0,18,0
3029,4,7,5,5,0,33,1
3030,1,0,4,5,0,21,0
3031,4,1,3,3,1,17,0
3032,25,1,3,5,1,28,0
3033,24,2,3,7,1,14,0
3034,6,102,3,5,0,24,1
3035,27,5,2,5,0,17,0
3036,3,20,4,91,0,20,0
3037,4,0,3,5,0,15,0
3038,10,10,7,24,0,18,1
3039,9,9,4,5,0,16,0
3040,8,0,3,5,0,21,1
3041,13,1,2,5,0,22,0
3042,23,0,3,5,0,22,0
3043,3,0,3,1,1,22,0
3044,6,4,3,4,0,28,0
3045,12,0,3,5,0,15,0
3046,23,18,4,14,0,22,0
3047,16,16,4,31,0,19,0
3048,20,0,3,5,1,21,1
3049,4,56,5,5,0,30,0
3050,12,0,3,8,1,16,1
3051,1,0,3,5,0,22,1
3052,10,0,2,5,0,13,0
3053,8,3,3,5,0,22,0
3054,15,0,3,5,0,19,0
3055,1,11,4,3,0,17,0
3056,3,0,3,2,0,23,0
3057,13,1,3,5,0,21,0
3058,31,27,5,64,0,21,1
3059,42,0,4,5,1,15,0
3060,38,1,3,5,0,31,0
3061,15,7,4,2,0,21,0
3062,5,0,2,5,0,16,0
3063,17,4,3,5,0,15,0
3064,23,94,3,134,0,15,0
3065,21,0,3,1,1,22,0
3066,24,1,3,5,0,28,0
3067,5,4,4,5,0,25,0
3068,12,12,3,30,0,21,0
3069,24,2,5,5,0,34,0
3070,23,3,5,5,0,27,0
3071,27,109,3,5,0,16,0
3072,25,1,3,5,0,24,0
3073,8,2,5,2,0,21,0
3074,31,5,3,1,0,20,0
3075,36,2,5,5,0,22,0
3076,7,3,3,2,1,23,0
3077,18,2,4,5,0,22,0
3078,3,102,5,5,0,16,0
3079,35,2,3,4,0,24,0
3080,19,26,3,33,0,16,0
3081,17,2,3,5,0,18,0
3082,4,0,5,5,0,41,0
3083,7,64,5,234,0,20,0
3084,9,4,3,8,0,17,1
3085,20,5,4,10,0,30,1
3086,15,7,5,5,0,17,0
3087,2,6,4,5,1,19,1
3088,20,11,4,5,0,17,0
3089,17,0,3,5,0,30,0
3090,10,3,2,5,0,13,0
3091,1,2,3,1,0,18,0
3092,4,0,3,8,0,32,0
3093,25,3,3,3,0,40,0
3094,19,4,2,3,0,29,0
3095,15,0,3,5,0,18,0
3096,34,4,3,42,0,21,0
3097,4,0,3,7,0,19,0
3099,4,3,3,5,1,23,0
3100,4,9,2,5,0,13,0
3101,14,0,3,5,0,25,0
3102,36,64,5,5,0,25,1
3103,23,0,3,5,0,19,0
3104,23,4,4,10,0,21,0
3105,8,1,4,5,0,19,0
3106,5,0,2,5,0,22,0
3107,29,0,2,1,1,35,0
3108,30,0,6,5,0,49,0
3109,6,11,5,13,1,19,0
3110,25,5,4,3,0,31,0
3111,18,0,4,1,1,52,0
3112,9,4,5,5,1,23,0
3113,1,0,3,1,0,17,0
3114,27,10,5,5,1,22,0
3115,19,2,3,5,1,34,0
3116,5,0,3,5,0,21,0
3117,1,1,2,1,0,19,0
3118,19,288,6,58,0,22,0
3119,36,1,3,13,0,18,0
3120,22,0,6,1,1,22,0
3121,20,7,3,5,0,15,0
3122,6,0,2,5,0,13,0
3123,34,7,2,71,0,27,0
3124,22,2,4,5,0,26,0
3125,29,10,3,5,0,19,0
3126,11,0,2,5,1,13,0
3127,44,2,2,5,0,21,0
3128,20,15,4,30,0,17,0
3129,23,5,3,5,0,18,0
3130,23,38,3,6,0,21,0
3131,1,36,4,397,0,34,0
3132,20,4,3,5,0,22,0
3133,2,0,5,1,1,32,0
3134,19,0,2,5,0,22,0
3135,20,12,3,11,0,25,0
3136,9,10,3,10,0,21,0
3137,34,2,5,5,0,38,0
3138,22,6,5,5,0,24,0
3139,16,0,3,5,1,19,0
3140,4,1,3,5,0,48,0
3141,2,46,4,3,0,26,0
3142,17,12,3,12,0,17,0
3143,4,10,3,2,0,22,0
3144,39,1,2,5,0,24,0
3145,28,1,6,1,1,27,1
3146,21,18,3,3,0,29,0
3147,18,12,3,7,0,21,1
3148,6,0,4,5,1,24,0
3149,14,6,4,5,0,18,0
3150,5,1,3,1,0,21,0
3151,4,9,2,26,0,49,0
3152,15,0,3,3,0,16,1
3153,3,0,3,5,1,28,0
3154,22,14,8,10,0,32,0
3155,7,0,3,5,0,18,0
3156,11,0,2,5,1,20,0
3157,24,1,3,5,0,14,0
3158,34,3,5,5,0,21,0
3159,7,0,4,5,0,28,0
3160,5,6,5,4,1,73,0
3161,1,3,7,5,0,24,0
3162,14,2,4,12,1,22,0
3163,6,0,2,5,0,14,0
3164,20,0,2,5,0,38,0
3165,36,4,4,5,0,23,0
3166,6,0,3,5,0,27,0
3167,3,0,4,5,0,36,0
3168,33,1,2,4,0,28,0
3169,12,14,5,3,0,20,1
3170,5,0,5,5,0,18,0
3171,12,1,3,4,0,37,0
3172,4,0,3,5,0,17,0
3173,25,17,4,11,0,47,1
3174,7,0,3,5,0,18,0
3175,7,0,4,5,0,22,0
3176,28,1,3,2,0,37,0
3177,21,2108,4,32,0,20,0
3178,29,0,2,5,0,42,0
3179,18,162,4,2,0,37,0
3180,23,4,3,5,0,14,0
3181,1,85,2,14,0,30,0
3182,12,8,3,5,0,47,1
3183,24,199,5,5,0,16,1
3184,17,1,3,5,0,20,0
3185,8,0,2,5,0,14,0
3186,14,139,2,21,0,15,0
3187,5,0,6,5,0,52,0
3188,13,330,2,7,0,42,0
3189,5,0,3,5,0,19,0
3190,1,0,3,5,0,21,0
3191,7,11,3,39,0,21,0
3192,19,600,4,21,0,15,0
3193,8,2,4,11,0,18,0
3194,5,1,3,5,0,24,0
3195,5,10,3,2,0,20,0
3196,19,7,2,5,0,13,0
3197,33,0,4,5,1,15,0
3198,12,1,7,1,0,42,1
3199,19,1,3,5,0,33,0
3200,1,0,3,5,0,30,0
3201,17,0,2,5,0,21,0
3202,6,2,4,5,0,14,0
3203,15,0,3,5,0,22,0
3204,8,0,2,5,0,21,1
3205,16,6,6,35,0,21,0
3206,30,1,3,5,0,43,0
3207,4,0,3,5,0,24,0
3208,9,3,3,10,0,39,0
3209,13,0,3,1,0,17,0
3210,9,6,5,14,0,47,0
3211,25,0,3,2,0,15,0
3212,30,4,4,1,0,24,0
3213,20,4,5,5,0,28,0
3214,40,0,3,5,0,19,0
3215,45,5,8,5,0,41,1
3216,13,13,3,1,0,25,0
3217,4,0,4,1,0,18,0
3218,4,154,3,9,0,20,0
3219,20,0,3,5,0,22,0
3220,25,0,3,5,0,19,0
3221,28,0,3,5,0,32,0
3222,9,0,3,5,1,21,0
3223,50,221,4,5,0,20,0
3224,7,0,3,3,0,19,0
3225,32,45,3,15,0,22,0
3226,4,0,6,4,0,25,0
3227,14,2,3,5,1,21,0
3228,15,0,4,5,0,24,1
3229,5,380,5,46,1,27,0
3230,27,4,3,5,0,14,0
3231,19,11,3,81,0,25,0
3232,29,2,3,1,1,40,0
3233,1,2,4,5,0,20,0
3234,26,33,5,1,0,24,0
3235,3,0,3,2,0,19,0
3236,25,4,3,5,0,21,0
3237,1,5,4,1,0,16,0
3238,1,0,4,5,0,25,0
3239,29,4,3,6,0,19,0
3240,7,0,3,5,0,25,0
3241,1,14,4,5,0,27,0
3242,35,136,3,7,1,18,0
3243,9,5,6,4,0,22,1
3244,11,0,3,3,0,40,0
3245,34,16,4,9,0,16,0
3246,3,1,2,1,0,16,0
3247,5,2,2,2,0,21,0
3248,10,59,6,22,1,46,0
3249,10,123,4,23,0,30,0
3250,8,0,3,5,0,59,0
3251,19,16,5,3,0,27,0
3252,18,0,5,1,0,43,0
3253,36,1,5,5,0,16,0
3254,14,0,3,5,0,20,0
3255,33,12,5,12,1,28,0
3256,13,0,3,1,0,24,0
3257,6,1,2,5,0,35,0
3258,20,143,6,11,0,17,0
3259,11,0,2,1,0,22,0
3260,28,0,5,5,0,20,0
3261,2,2,4,1,0,14,0
3262,1,0,3,5,0,31,0
3263,13,119,3,5,0,14,0
3264,29,2,8,5,0,29,1
3265,14,0,2,5,0,20,0
3266,20,2,3,5,0,22,0
3267,19,0,5,1,1,35,0
3268,12,21,2,88,0,13,0
3269,25,15,4,18,0,18,0
3270,23,1,3,5,0,18,0
3271,14,1,4,5,0,21,0
3272,5,2,3,2,0,21,0
3273,15,1,3,3,0,41,0
3274,3,3,4,4,0,16,0
3275,17,3,7,20,0,33,0
3276,4,0,5,4,0,111,0
3277,7,0,3,5,0,51,0
3278,13,2,5,29,1,21,0
3279,16,3,3,1,0,24,0
3280,8,0,3,5,0,19,0
3281,4,3,5,2,0,27,1
3282,29,1,5,5,0,38,1
3283,5,0,4,5,0,28,0
3284,15,9,2,7,0,17,0
3285,22,21,6,18,0,29,0
3286,2,0,4,5,0,27,0
3287,39,1,2,5,0,22,0
3288,27,4,3,3,0,31,0
3289,1,7,2,2,0,62,0
3290,7,0,4,5,0,26,0
3291,24,4,3,2,0,14,0
3292,1,0,5,5,0,18,0
3293,24,1,2,5,0,22,0
3294,11,0,3,2,0,21,0
3295,5,1,3,1,0,14,0
3296,2,6,5,5,0,18,0
3297,32,5,4,3,0,22,1
3298,22,0,3,1,1,35,0
3299,4,106,5,9,0,18,0
3300,39,2,3,5,0,108,0
3301,1,0,3,5,1,18,0
3302,15,66,4,22,1,17,0
3303,4,0,5,5,1,29,0
3304,1,1,3,11,1,21,0
3305,15,0,4,5,0,36,1
3306,6,4,4,5,0,22,0
3307,15,18,3,53,1,17,0
3308,9,0,4,2,0,21,0
3309,44,0,7,5,0,42,0
3310,11,93,3,33,0,16,0
3311,4,1,3,1,0,15,0
3312,1,5,8,1,1,29,0
3313,8,120,5,11,0,16,0
3314,21,4,5,5,0,37,0
3315,14,0,3,5,1,21,0
3316,23,2,3,1,1,32,0
3317,11,12,3,12,0,23,0
3318,23,4,4,5,0,23,0
3319,32,25,3,63,0,17,0
3320,5,0,3,5,0,18,0
3321,9,7,4,5,0,24,0
3322,13,2,4,1,0,27,0
3323,10,0,3,1,0,23,0
3324,13,2,3,8,0,29,0
3325,19,88,3,42,0,17,0
3326,22,1,5,5,0,30,0
3327,18,0,3,3,0,15,0
3328,6,5,5,10,0,41,0
3329,2,0,6,5,0,27,0
3330,23,1,3,4,0,22,0
3331,35,1,3,1,0,20,0
3332,4,126,2,47,0,21,0
3333,15,8,3,2,0,15,0
3334,24,14,5,4,0,22,0
3335,25,0,4,5,0,43,0
3336,2,1,4,5,0,24,0
3337,17,5,3,5,0,22,0
3338,15,0,4,5,0,22,0
3339,16,20,4,17,0,19,0
3340,3,3,6,14,0,41,0
3341,21,566,3,19,0,42,0
3342,23,8,4,7,0,21,0
3343,10,0,3,5,0,19,0
3344,12,0,5,5,0,34,1
3345,17,8,3,3,0,20,0
3346,31,4,2,1,0,15,0
3347,22,27,4,47,0,22,0
3348,14,2,3,5,0,17,0
3349,26,5,3,5,0,19,0
3350,18,0,3,5,0,22,0
3351,15,13,6,7,0,22,0
3352,16,5,3,3,0,18,0
3353,17,4,3,2,1,18,0
3354,25,1,3,4,0,24,1
3355,10,4,4,5,1,20,0
3356,1,95,3,52,0,21,0
3357,18,4,3,9,0,38,0
3358,5,1,3,2,0,19,0
3359,28,26,3,5,0,21,0
3360,22,3,5,1,0,22,0
3361,18,1,4,20,0,17,0
3362,22,23,3,25,0,21,1
3363,25,10,3,3,0,19,0
3364,13,0,4,5,0,24,0
3365,23,1,3,5,0,15,0
3366,17,14,4,4,0,17,0
3367,13,49,3,11,0,20,0
3368,3,8,3,2,0,19,0
3369,16,0,3,5,0,20,0
3370,7,0,3,5,0,28,0
3371,6,0,5,8,0,24,0
3372,24,1,5,1,0,21,0
3373,49,5,4,5,0,35,0
3374,21,2,3,5,0,18,0
3375,23,1,3,5,1,20,0
3376,8,15,4,1,0,25,0
3377,9,7,3,5,0,22,0
3378,1,0,3,5,0,14,0
3379,23,3,8,5,0,28,0
3380,17,3,3,5,0,21,0
3381,24,10,5,1,0,22,0
3382,1,11,3,5,0,15,0
3383,2,0,4,5,1,19,0
3384,30,1,6,1,0,40,0
3385,9,1,3,5,0,17,0
3386,1,8,3,5,0,18,0
3387,9,6,4,10,0,35,0
3388,17,4,5,6,0,20,0
3389,43,7,5,4,0,28,0
3390,21,35,4,19,0,21,0
3391,11,0,7,2,0,27,0
3392,3,0,2,2,0,19,0
3393,28,7,4,19,0,15,0
3394,27,0,3,5,0,23,0
3395,26,0,3,5,0,21,0
3396,3,0,4,5,0,22,0
3397,13,9,4,15,0,20,0
3398,21,0,4,5,1,14,0
3399,7,0,5,1,1,22,0
3400,4,2,3,5,1,26,1
3401,29,3,5,5,1,25,0
3402,18,0,2,5,1,21,0
3403,16,12,4,5,1,110,0
3404,1,365,3,11,0,24,0
3405,20,2,4,5,0,25,0
3406,20,2,8,5,0,26,1
3407,50,9,3,5,0,22,0
3408,14,194,2,1,0,21,0
3409,11,3,3,5,0,25,0
3410,42,1,6,5,0,24,1
3411,20,1,3,1,0,27,0
3412,2,0,5,1,0,32,0
3413,11,0,3,5,0,19,0
3414,2,69,2,82,0,18,0
3415,25,4,2,2,1,21,1
3416,8,1,3,3,0,22,0
3417,13,10,3,5,0,28,0
3418,6,5,5,5,0,20,0
3419,16,253,4,68,0,16,0
3420,7,12,3,5,0,18,0
3421,19,1,3,1,0,21,1
3422,33,0,3,5,0,22,0
3423,10,0,2,1,0,21,0
3424,22,1,2,5,0,21,0
3425,16,1,2,4,0,14,1
3426,22,13,3,11,1,23,0
3427,35,3,2,5,0,14,1
3428,9,1,3,10,0,15,0
3429,23,4,2,2,0,21,0
3430,36,1,2,5,0,50,0
3431,9,0,6,5,1,25,0
3432,47,0,3,2,0,20,0
3433,47,53,3,5,0,53,0
3434,7,3,3,5,0,31,0
3435,4,0,3,5,0,18,0
3436,29,599,6,76,0,22,0
3437,3,5,3,9,0,27,0
3438,10,0,2,5,0,29,0
3439,2,0,4,5,0,25,0
3440,38,8,7,10,0,27,0
3441,7,1,3,5,0,23,0
3442,35,1,4,31,0,42,0
3443,17,4,3,1,0,25,0
3444,29,0,4,2,0,21,0
3445,21,0,3,5,0,18,0
3446,41,22,3,5,0,23,0
3447,14,5,2,4,0,21,0
3448,18,1,3,1,0,27,0
3449,8,1,3,5,0,16,0
3450,2,0,7,5,0,23,1
3451,22,0,6,1,0,31,0
3452,12,35,2,72,0,15,0
3453,7,42,2,5,0,14,0
3454,1,19,3,9,0,15,0
3455,25,0,2,5,0,47,0
3456,4,0,3,5,0,24,0
3457,14,39,3,21,0,22,0
3458,4,1,2,5,0,19,0
3459,9,0,3,5,0,31,0
3460,28,20,2,5,0,31,0
3461,5,3,3,4,1,22,0
3462,4,4,3,5,0,111,1
3463,37,0,3,5,0,13,0
3464,15,2,4,7,0,23,1
3465,4,28,4,23,1,15,0
3466,23,0,5,3,0,33,0
3467,5,0,6,5,0,38,0
3468,27,220,4,30,0,18,0
